Project Name,Checkpoint Name,Created On,File Name,Lines,Statements,Percent Branch Statements,Percent Lines with Comments,Classes Defined,Methods Implemented per Class,Average Statements per Method,Line Number of Most Complex Function*,Name of Most Complex Function*,Maximum Complexity*,Line Number of Deepest Block,Maximum Block Depth,Average Block Depth,Average Complexity*,Functions,Statements at block level 0,Statements at block level 1,Statements at block level 2,Statements at block level 3,Statements at block level 4,Statements at block level 5,Statements at block level 6,Statements at block level 7,Statements at block level 8,Statements at block level 9
Babelfish Analysis,Baseline,07 Feb 2018,BF\Modbus\Modbus_CRC.h,70,11,0.0,64.3,0,0.00,0.0,,,0,18,0,0.00,0.00,0,11,0,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,BF\Modbus\Modbus_DCI.cpp,833,369,30.9,19.3,0,17.00,20.4,402,Modbus_DCI::Set_Reg_Data(),18,552,6,2.27,7.06,0,22,104,95,71,59,14,4,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,BF\Modbus\Modbus_DCI.h,257,53,0.0,61.1,1,1.00,0.0,97,Modbus_DCI::~Modbus_DCI(),1,78,1,0.64,1.00,0,19,34,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,BF\Modbus\Modbus_DCI_Config.cpp,129,35,0.0,39.5,0,7.00,3.6,19,Modbus_DCI_Config::Update_Parity(),1,31,1,0.71,1.00,0,10,25,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,BF\Modbus\Modbus_DCI_Config.h,147,24,0.0,63.9,1,0.00,0.0,,,0,73,1,0.71,0.00,0,7,17,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,BF\Modbus\Modbus_DCI_Defines.h,166,71,0.0,22.3,0,0.00,0.0,,,0,14,0,0.00,0.00,0,71,0,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,BF\Modbus\Modbus_Defines.h,220,88,0.0,36.8,0,0.00,0.0,209,Test_MB_Error_Resp(),1,210,1,0.01,1.00,1,87,1,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,BF\Modbus\Modbus_Delta_Com_Server.cpp,99,23,4.3,33.3,0,4.00,3.8,72,Modbus_Delta_Com_Server::Delta_Com_Process(),2,93,2,0.70,1.25,0,8,14,1,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,BF\Modbus\Modbus_Delta_Com_Server.h,118,22,0.0,50.8,1,1.00,1.0,103,Modbus_Delta_Com_Server::Delta_Com_Process_Static(),1,108,2,0.64,1.00,0,9,12,1,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,BF\Modbus\Modbus_Display.cpp,76,14,0.0,51.3,0,7.00,0.6,16,Modbus_Display::Device_Ok(),1,27,1,0.29,1.00,0,10,4,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,BF\Modbus\Modbus_Display.h,86,16,0.0,59.3,1,0.00,0.0,,,0,34,1,0.69,0.00,0,5,11,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,BF\Modbus\Modbus_Intercom.cpp,604,271,30.3,15.9,0,13.00,19.1,66,Modbus_Intercom::Connect(),20,148,6,2.17,6.92,0,23,83,63,57,23,17,5,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,BF\Modbus\Modbus_Intercom.h,170,38,0.0,54.7,1,1.00,0.0,74,Modbus_Intercom::~Modbus_Intercom(),1,73,1,0.61,1.00,0,15,23,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,BF\Modbus\Modbus_Log_Defines.h,89,50,0.0,13.5,0,0.00,0.0,,,0,2,0,0.00,0.00,0,50,0,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,BF\Modbus\Modbus_Logging.cpp,213,88,12.5,24.4,0,5.00,15.6,46,Modbus_Logging::Clear_Log_Mem(),4,55,2,1.51,2.80,0,10,23,55,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,BF\Modbus\Modbus_Logging.h,91,24,0.0,47.3,1,1.00,1.0,70,Modbus_Logging::Process_Logging_Message_Static(),1,75,2,0.67,1.00,0,9,14,1,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,BF\Modbus\Modbus_Master.cpp,506,235,19.6,12.6,0,10.00,21.9,335,Modbus_Master::User_Func_Code(),12,370,6,2.10,6.20,0,16,49,106,38,13,11,2,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,BF\Modbus\Modbus_Master.h,232,48,0.0,54.7,1,4.00,1.0,152,Modbus_Master::Response_Handler_Static(),1,156,2,0.90,1.00,0,9,35,4,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,BF\Modbus\Modbus_Master_No_OS.cpp,619,270,18.5,15.5,0,14.00,17.9,366,Modbus_Master_No_OS::Response_Handler(),23,390,6,2.10,4.64,0,19,80,101,25,21,17,7,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,BF\Modbus\Modbus_Master_No_OS.h,296,63,0.0,54.1,1,5.00,1.0,169,Modbus_Master_No_OS::Response_Timeout_Static(),1,173,2,0.97,1.00,0,7,51,5,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,BF\Modbus\Modbus_Msg.cpp,880,424,25.2,14.8,0,19.00,20.9,771,Modbus_Msg::Msg_Length_Good(),28,198,5,1.65,5.68,0,26,223,73,82,17,3,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,BF\Modbus\Modbus_Msg.h,159,44,0.0,50.9,2,3.00,1.0,109,Modbus_Msg::Bit_Index_Shift_Div(),1,109,2,1.02,1.00,0,6,31,7,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,BF\Modbus\Modbus_Negotiation.cpp,250,109,40.4,17.6,0,12.00,7.8,48,Modbus_Negotiation::Parity(),5,52,2,1.41,3.00,0,15,34,60,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,BF\Modbus\Modbus_Negotiation.h,167,51,0.0,49.7,1,2.00,1.0,94,Modbus_Negotiation::Baud_Process_Static(),1,96,2,0.92,1.00,0,6,43,2,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,BF\Modbus\Modbus_Net.cpp,646,236,22.5,24.6,0,24.00,8.6,250,Modbus_Net::Check_CRC_And_Convert(),16,295,6,1.56,3.08,0,30,110,57,24,7,5,3,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,BF\Modbus\Modbus_Net.h,462,70,0.0,68.0,1,5.00,1.0,170,Modbus_Net::Ready_For_Reset_Static(),1,172,2,0.99,1.00,0,6,59,5,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,BF\Modbus\Modbus_Prod_Cons.cpp,150,73,39.7,21.3,0,2.00,34.0,52,Modbus_Prod_Cons::Data_Callback(),26,87,5,2.22,13.50,0,5,21,25,2,15,5,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,BF\Modbus\Modbus_Prod_Cons.h,67,23,0.0,31.3,1,3.00,0.7,33,Modbus_Prod_Cons::Prod_Data_Callback_Static(),1,50,2,0.78,1.00,0,7,14,2,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,BF\Modbus\Modbus_RTUFrame_Defines.h,348,174,0.0,33.3,0,0.00,0.0,,,0,14,0,0.00,0.00,0,174,0,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,BF\Modbus\Modbus_Serial.cpp,37,1,0.0,89.2,0,0.00,0.0,,,0,9,0,0.00,0.00,0,1,0,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,BF\Modbus\Modbus_Serial.h,75,16,0.0,52.0,1,2.00,0.0,38,Modbus_Serial::~Modbus_Serial(),1,30,1,0.81,1.00,0,3,13,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,BF\Modbus\Modbus_SysCmd.cpp,163,55,41.8,36.2,0,4.00,11.5,95,Modbus_SysCmd::Sys_Cmd_Request(),11,151,5,1.78,4.00,0,9,11,22,10,2,1,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,BF\Modbus\Modbus_SysCmd.h,181,45,0.0,45.9,1,0.00,0.0,106,Get_Exception(),1,44,1,0.16,1.00,4,38,7,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,BF\Modbus\Modbus_TCP.cpp,713,212,24.5,31.8,0,16.00,11.8,364,Modbus_TCP::TCP_Receive(),16,477,6,2.31,4.56,0,23,62,38,42,23,11,13,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,BF\Modbus\Modbus_TCP.h,280,94,3.2,38.9,3,7.00,2.0,257,Modbus_TCP::Is_Tick_Greater(),6,263,3,1.07,1.71,0,15,60,16,3,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,BF\Modbus\Modbus_UART.cpp,438,184,27.2,18.9,0,10.00,17.0,203,Modbus_UART::UART_Callback(),16,371,5,1.77,5.70,0,14,78,48,26,17,1,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,BF\Modbus\Modbus_UART.h,362,61,0.0,64.4,1,4.00,1.0,180,Modbus_UART::UART_Callback_Static(),1,182,2,0.92,1.00,0,9,48,4,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,BF\Modbus\Modbus_User_Block.cpp,163,75,42.7,25.2,0,3.00,22.3,62,Modbus_User_Block::Data_Callback(),29,119,6,2.56,10.33,0,8,15,24,3,9,12,4,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,BF\Modbus\Modbus_User_Block.h,76,21,0.0,51.3,1,1.00,1.0,62,Modbus_User_Block::Data_Callback_Static(),1,64,2,0.71,1.00,0,7,13,1,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,BF\PROFICHIP_ProfiBus_BF\ProfiBus_Address.cpp,60,16,6.3,46.7,0,2.00,4.5,46,ProfiBus_Address::Update_Address(),3,54,2,0.63,2.00,0,7,8,1,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,BF\PROFICHIP_ProfiBus_BF\ProfiBus_Address.h,52,9,0.0,50.0,1,1.00,0.0,37,ProfiBus_Address::~ProfiBus_Address(),1,36,1,0.67,1.00,0,3,6,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,BF\PROFICHIP_ProfiBus_BF\ProfiBus_DCI.cpp,513,167,18.0,41.3,0,10.00,15.1,366,ProfiBus_DCI::Find_Profi_Mod_ID(),8,288,5,1.68,4.20,0,16,67,53,19,10,2,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,BF\PROFICHIP_ProfiBus_BF\ProfiBus_DCI.h,133,33,0.0,53.4,1,1.00,0.0,82,ProfiBus_DCI::~ProfiBus_DCI(),1,81,1,0.42,1.00,0,19,14,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,BF\PROFICHIP_ProfiBus_BF\ProfiBus_Prod_Cons.cpp,626,242,29.3,31.0,0,11.00,20.2,467,ProfiBus_Prod_Cons::Check_New_Config_Data(),37,527,9+,2.77,7.27,0,20,75,36,32,33,22,2,9,7,6
Babelfish Analysis,Baseline,07 Feb 2018,BF\PROFICHIP_ProfiBus_BF\ProfiBus_Prod_Cons.h,144,51,0.0,20.8,1,2.00,0.5,100,ProfiBus_Prod_Cons::Refresh_Prod_Static(),1,128,2,0.51,1.00,0,26,24,1,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,BF\PROFICHIP_ProfiBus_BF\VPC3.cpp,510,231,19.9,34.1,0,15.00,12.8,294,VPC3::getProfiCommStatus(),7,319,4,1.54,3.69,1,37,73,84,33,4,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,BF\PROFICHIP_ProfiBus_BF\VPC3.h,167,58,1.7,45.5,1,4.00,2.0,130,VPC3::Delay(),2,134,3,0.83,1.25,0,19,31,7,1,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,BF\PROFICHIP_ProfiBus_BF\VPC3_dp_isr.cpp,735,182,29.7,28.8,0,0.00,0.0,363,VPC3_Poll(),27,502,8,2.77,17.33,3,8,30,61,47,10,8,1,10,7,0
Babelfish Analysis,Baseline,07 Feb 2018,BF\System_Reset.cpp,170,57,21.1,24.1,0,5.00,8.2,94,System_Reset::Reset_Waiting_Task(),11,125,4,1.33,3.80,0,16,18,13,8,2,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,BF\System_Reset.h,104,26,0.0,51.9,1,0.00,0.0,,,0,47,1,0.77,0.00,0,6,20,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,BitMan\BitMan.cpp,790,279,32.6,22.7,0,17.00,15.2,168,BitMan::Load_BitMap(),21,198,5,2.13,7.18,0,21,93,50,66,41,8,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,BitMan\BitMan.h,236,43,0.0,63.1,1,1.00,1.0,228,BitMan::Control_Bits_Changed_Static(),1,230,2,0.84,1.00,0,8,34,1,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,BitMan\BitMan_Defines.h,66,17,0.0,34.8,0,0.00,0.0,,,0,12,0,0.00,0.00,0,17,0,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Driver\DP83848.cpp,321,121,28.9,19.3,0,7.00,15.7,138,DP83848::Read_Port_Config(),18,202,8,2.55,6.43,0,11,49,20,12,4,3,7,9,6,0
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Driver\DP83848.h,156,47,0.0,32.1,1,14.00,0.9,50,DP83848::Is_Page_Rx(),1,97,2,1.15,1.00,0,6,28,13,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Driver\DP83848_Reg.h,291,58,0.0,73.9,0,0.00,0.0,,,0,2,0,0.00,0.00,0,58,0,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Driver\KSZ8081.cpp,1148,421,27.1,26.7,0,26.00,15.0,966,KSZ8081::Virtual_Port_Config(),21,200,8,2.22,5.85,0,31,176,73,57,33,23,10,10,8,0
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Driver\KSZ8081.h,187,74,4.1,28.9,1,15.00,1.1,112,KSZ8081::Is_Invalid_Speed(),2,98,2,1.14,1.20,0,7,50,17,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Driver\KSZ8081_Reg.h,274,198,0.0,8.8,0,0.00,0.0,,,0,6,0,0.00,0.00,0,198,0,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Driver\KSZ8863.cpp,373,158,24.1,16.9,1,8.00,16.6,192,KSZ8863::Read_Port_Config(),22,276,9+,2.64,6.00,0,21,61,25,14,7,1,5,3,9,12
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Driver\KSZ8863.h,119,37,0.0,40.3,1,8.00,0.9,45,KSZ8863::Is_Invalid_Speed(),1,91,2,1.00,1.00,0,7,23,7,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Driver\KSZ8863_Reg.h,459,319,0.0,8.1,0,0.00,0.0,,,0,13,0,0.00,0.00,0,319,0,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Driver\LAN.cpp,1111,452,28.8,18.4,0,26.00,16.2,929,LAN::Virtual_Port_Config(),22,200,8,2.28,6.50,0,31,179,83,62,41,28,10,10,8,0
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Driver\LAN.h,187,71,0.0,26.7,1,15.00,0.9,51,LAN::Valid_Reg_Addr(),1,98,2,1.10,1.00,0,7,50,14,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Driver\LAN_Reg.h,553,281,0.0,27.1,0,0.00,0.0,,,0,6,0,0.00,0.00,0,281,0,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\EMAC_Driver.h,217,27,0.0,65.9,2,2.00,0.0,64,EMAC_Driver::~EMAC_Driver(),1,57,2,0.89,1.00,0,5,20,2,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Eth_PHY_If.cpp,167,51,23.5,32.3,0,7.00,5.7,114,Eth_PHY_If::Set_Netif_Link(),11,42,2,1.10,3.29,0,11,24,16,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Eth_PHY_If.h,80,18,0.0,48.8,1,1.00,0.0,40,Eth_PHY_If::~Eth_PHY_If(),1,37,1,0.83,1.00,0,3,15,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Eth_Port.cpp,288,114,32.5,19.4,0,6.00,17.5,157,Eth_Port::Update_Port_Status(),13,188,6,2.06,7.17,0,9,47,19,17,13,7,2,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Eth_Port.h,141,57,0.0,34.0,2,1.00,0.0,59,Eth_Port::~Eth_Port(),1,36,2,1.05,1.00,0,4,46,7,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Ethernet.cpp,296,104,7.7,26.7,0,10.00,6.1,176,Ethernet::Update_IP_Config(),6,120,2,1.01,1.82,1,28,47,29,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Ethernet.h,167,40,0.0,52.1,1,2.00,0.5,76,Ethernet::Ethernet_Start_Thread_Static(),1,96,2,0.67,1.00,0,14,25,1,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\LWIPService.cpp,530,177,18.6,30.8,0,0.00,0.0,369,lwIPNetworkConfigChange(),13,428,5,1.47,4.10,10,44,71,32,7,10,13,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\LWIPService.h,42,18,0.0,23.8,0,0.00,0.0,,,0,2,0,0.00,0.00,0,18,0,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\PHY_Driver.h,78,49,0.0,32.1,1,0.00,0.0,,,0,55,3,1.51,0.00,0,3,31,2,13,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\sntp_if.cpp,312,109,20.2,26.0,0,9.00,10.6,83,SNTP_If::Sntp_Service_Callback(),18,117,5,1.94,3.44,0,14,48,5,17,22,3,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\sntp_if.h,184,40,0.0,52.7,1,4.00,0.5,69,SNTP_If::Unused_Event_Cback(),1,73,2,0.95,1.00,0,4,34,2,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Trusted_IP_Filter.cpp,215,73,35.6,17.2,0,4.00,15.8,96,Trusted_IP_Filter::Is_Remote_Trusted(),12,69,7,2.60,7.75,0,10,15,9,17,10,8,2,2,0,0
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Trusted_IP_Filter.h,96,30,0.0,41.7,3,0.00,0.0,,,0,29,2,1.10,0.00,0,5,17,8,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Web\assy.cpp,3005,1312,38.1,2.9,0,0.00,0.0,800,Assy_Put_Parse_Callback(),230,1063,9+,4.94,22.27,26,98,222,98,78,110,88,117,98,67,336
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Web\Base64_Rest.cpp,289,107,32.7,17.6,0,2.00,49.5,112,Base64::Decode(),34,200,8,3.57,20.50,0,8,15,10,14,30,10,8,9,3,0
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Web\Base64_Rest.h,58,8,0.0,36.2,1,0.00,0.0,,,0,37,1,0.50,0.00,0,4,4,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Web\BasicTFTP\BasicTFTP.c,470,241,20.3,26.0,0,0.00,0.0,180,tftpd_write_file(),18,277,6,2.15,7.25,8,36,68,46,37,27,23,4,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Web\BasicTFTP\BasicTFTP.h,154,47,0.0,65.6,2,0.00,0.0,,,0,130,2,0.28,0.00,0,37,7,3,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Web\BIN_ASCII_Conversion.cpp,73,43,0.0,2.7,0,5.00,4.8,29,BIN_ASCII_Conversion::dfloat_to_str(),1,31,1,0.56,1.00,0,19,24,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Web\BIN_ASCII_Conversion.h,17,7,0.0,0.0,1,0.00,0.0,,,0,8,1,0.71,0.00,0,2,5,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Web\diag.cpp,197,78,29.5,4.1,1,0.00,0.0,36,s_diag_write_cb(),10,63,4,1.64,6.67,3,20,18,16,18,6,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Web\diag.h,11,4,0.0,0.0,0,0.00,0.0,,,0,2,0,0.00,0.00,0,4,0,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Web\flash_ftfe.c,573,213,19.2,26.5,1,0.00,0.0,59,ftfe_flash_command_sequence (),22,111,3,1.27,3.53,17,29,113,55,16,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Web\flash_ftfe_prv.h,133,67,0.0,36.1,0,0.00,0.0,,,0,2,0,0.00,0.00,0,67,0,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Web\flash_mk60.c,963,296,23.3,26.7,0,0.00,0.0,99,ftfe_flash_command_sequence (),22,436,4,1.33,5.67,15,34,157,79,24,2,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Web\fs.h,48,9,0.0,68.8,1,0.00,0.0,,,0,36,1,0.44,0.00,0,5,4,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Web\fsdata.h,42,6,0.0,73.8,1,0.00,0.0,,,0,36,1,0.67,0.00,0,2,4,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Web\fw.cpp,4149,1803,37.4,4.1,3,0.00,0.0,1281,Parse_Fw_Bin_Cb(),149,3781,9+,4.43,14.21,53,209,250,137,155,161,201,148,143,129,270
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Web\fw.h,260,113,0.0,15.0,0,0.00,0.0,,,0,2,0,0.00,0.00,0,113,0,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Web\hams.c,3177,1357,32.4,11.3,1,0.00,0.0,601,hams_parser_feed(),271,1279,9+,5.27,33.07,14,64,124,153,152,117,109,93,71,69,405
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Web\hams.h,434,215,0.0,28.8,2,0.00,0.0,386,hams_check_comm_error(),1,235,1,0.08,1.00,5,198,17,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Web\http_auth.h,31,8,0.0,32.3,0,0.00,0.0,,,0,3,0,0.00,0.00,0,8,0,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Web\httpd.cpp,552,248,22.2,12.1,0,0.00,0.0,200,http_cb_recv(),26,255,7,2.06,4.82,17,58,56,52,39,12,6,20,5,0,0
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Web\httpd.h,56,6,0.0,78.6,0,0.00,0.0,,,0,39,0,0.00,0.00,0,6,0,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Web\httpd_basic_authentication.cpp,205,120,17.5,2.4,0,4.00,25.8,77,httpd_basic_authentication::getRequestLevel(),12,145,7,2.17,7.25,0,17,32,31,17,7,11,3,2,0,0
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Web\httpd_basic_authentication.h,29,11,0.0,3.4,1,0.00,0.0,,,0,16,1,0.55,0.00,0,5,6,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Web\httpd_common.cpp,59,29,31.0,20.3,0,0.00,0.0,11,caseInsensitiveStrNCmp(),11,23,4,2.21,11.00,1,6,5,3,7,8,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Web\httpd_common.h,236,125,0.0,21.2,0,0.00,0.0,,,0,3,0,0.00,0.00,0,125,0,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Web\httpd_digest_authentication.cpp,601,321,20.6,10.1,0,16.00,17.3,109,httpd_digest_authentication::getRequestLevel(),17,179,9+,2.95,5.65,1,44,74,68,42,19,16,5,4,43,6
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Web\httpd_digest_authentication.h,109,83,0.0,2.8,1,0.00,0.0,,,0,76,1,0.31,0.00,0,57,26,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Web\httpd_rest_dci.cpp,204,97,18.6,4.4,0,6.00,13.7,145,httpd_rest_dci::includedInParamAll(),11,62,4,1.39,4.83,0,15,51,12,16,3,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Web\httpd_rest_dci.h,303,127,1.6,2.6,1,23.00,1.2,231,httpd_rest_dci::includedInCustomAssyAll(),2,235,3,0.68,1.09,0,70,30,25,2,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Web\httpd_rs_struct.cpp,80,17,0.0,0.0,0,0.00,0.0,,,0,1,0,0.00,0.00,0,17,0,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Web\httpd_rs_struct.h,39,20,0.0,0.0,0,0.00,0.0,,,0,3,0,0.00,0.00,0,20,0,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Web\httpd_xml.h,410,231,0.0,8.5,0,0.00,0.0,,,0,3,0,0.00,0.00,0,231,0,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Web\INT_ASCII_Conversion.cpp,1376,528,36.7,6.3,0,21.00,23.6,1011,INT_ASCII_Conversion::str_hex_to_8Bytes(),28,474,8,2.68,11.19,0,32,163,91,88,55,41,31,19,8,0
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Web\INT_ASCII_Conversion.h,219,49,12.2,55.7,1,2.00,5.0,181,INT_ASCII_Conversion::has0xPrefix(),5,193,3,1.02,5.00,0,11,28,8,2,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Web\maintenance_pages.c,355,2,0.0,0.0,0,0.00,0.0,,,0,354,0,0.00,0.00,0,2,0,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Web\MD5_Digest.cpp,308,157,8.9,3.6,0,3.00,22.3,139,MD5_Digest::Perform_Digest(),15,172,5,1.06,5.67,0,90,28,11,7,10,11,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,Ethernet\Web\MD5_Digest.h,33,20,0.0,12.1,1,2.00,2.5,19,MD5_Digest::init_buffers(),1,19,2,0.95,1.00,0,6,9,5,0,0,0,0,0,0,0
